contest_number,questions,caption_choices,label,,,,,,,
250,"['Why is the doctor using a giant magnifying glass?', 'What is the doctor saying?']","A) You shouldn't have opened that can of worms.
B) So that's where all of the coffee filters went.
C) Well lets just say Long live the King may be a bit on the optimistic side
D) From the ashes, your bill will magically appear.
E) Now, if you wouldn't mind holding on to this while I get the thermometer.",E,,,,,,,
651,"[""Why isn't the man dead?""]","A) Bring me my shoes.
B) It's not a menu. It's a first aid guide for burns.
C) We never should have applauded.
D) No need to panic: a reptile dysfunction is common for men of your age.
E) Got anything besides Tang?",D,,,,,,,
594,['Why are the trees happy for the couple?'],"A) What do you mean, 'YOU'RE scared you might miss' ?
B) I thought I told you to stop sending me jokes at work.
C) I'm trying to see it from your point of view.
D) Honestly? He's like, ten rings too old for her.
E) My wife won't let me put one in the back yard.",D,,,,,,,
47,['What did the running man do?'],"A) It’s time you learned about managing people’s expectations.
B) Let’s see how sustainable his job is.
C) I know this may not be a good time, but the rioters are burning down the cathedral!
D) How soon can you start?
E) Don't think I didn't hear you come in last night.",D,,,,,,,
691,['Where did all those snowmen come from?'],"A) This is why I don't need cable TV.
B) We discovered the Internet since you were here last.
C) Invite them in if you want to get rid of them.
D) Throw us a doughnut!
E) It’s a pretty good aircraft, except that it keeps nagging you to ask for directions.",C,,,,,,,
538,"['Why is the man so small?', 'Why is the man pointing a needle at the cat.']","A) We call it Shark Tank Therapy.
B) Is this your first visit to Minnesota?
C) In my defense, the neutering was a requirement of the condo board.
D) Oh, hey, I almost didn't recognize you outside of work.
E) You were right. We should have requested a fiddler on the roof.",C,,,,,,,
538,"['Why is the man so small?', 'Why is the man pointing a needle at the cat.']","A) Would your mother find chilled larvae in a light honey glaze too waspy?
B) I'm not a big cat person.
C) I thought I told you to stop sending me jokes at work.
D) Don't move. I think I have something in my teeth.
E) They were never going to find you anyway",B,,,,,,,
719,"['Why is this house built out of two stacked washing machines?', 'Why would the couple be interested in living here?']","A) Looks like another ye olde stimulus package.
B) Well the ad did say apartment size washer and dryer.
C) Yes, it's a home game. Of course it's a home game. Everything's a fricking home game.
D) I don't care if he's single-celled, he should have bought two seats.
E) Think it over. I'm still the only one here who can use a can opener.",B,,,,,,,
737,['What does Jack think about this?'],"A) Great wedding—what's for dessert?
B) Don't blame me—I voted for the other thing.
C) Keep climbing—you've only reached middle management.
D) I gather you both feel you're being manipulated.
E) Don't worry, Ken's in stocks. You'll be working in bonds.",C,,,,,,,
563,['Why is he running on a hamster wheel?'],"A) Didn’t you see the light?
B) I've never been snookered so properly before.
C) No, no! We don't test on animals.
D) Still not level.
E) Normally, I'd dump you in the East River, but it's not safe to leave the house.",C,,,,,,,
519,['Why is the bird on the gun?'],"A) Did you send your Thank-You card to Congress?
B) Yes, Your Highness. The greatest threat is overwatering.
C) We might be empty nesters sooner than we thought.
D) Shut up, Bob, everyone knows your parrot's a clip-on.
E) Could we have outstayed our welcome?",C,,,,,,,
350,['Is the politician driving his own bus?'],"A) Your constituent called.
B) Who has the floor?
C) You won't have to drive to this clinic. Just wait in your cornfield.
D) It's quite common, Senator. Most politicians are filled with hot air.
E) Keep moving. He's a hugger.",A,,,,,,,
722,['Where did the giant piano even come from?'],"A) Two thousand eyes, but it still takes you all day to read the morning paper.
B) Your constituent called.
C) I don't care if he's single-celled, he should have bought two seats.
D) You will still get nowhere—it will just take longer.
E) I don't know who was playing it, but he brought the House Down.",E,,,,,,,
620,['What does this mean?'],"A) Tell me about a difficult situation you've been in and what you did to get out of it.
B) I got a ""You're a good girl. Yes you are"" on my performance review.
C) Forgot my underwear, shirt, suit, belt, tie, and watch.
D) It's the only way Delta lets you redeem their vouchers
E) Are you sure the boss is cool with this? It took him six days to make.",E,,,,,,,
352,"['Why is there an old man sitting on the ledge of a building?', 'What is the old man saying to the climber?']","A) Which sounds faster: ‘clip-clop, clip-clop�?or ‘clippety-clop�?
B) I wanted you to meet our colon specialist before we miniaturized him.
C) Career-wise, my mistake was misunderstanding the term ‘Wall Street guru.�?D) Expect a chilly reception at the circumcision symposium.
E) It says here, 'Assume the prone position and return enemy fire until such time as reinforcements arrive.'",C,,,,,,,
356,['Why are both people attached to the one dog?'],"A) Frankly, Sheila, I find this the most awkward part of our divorce agreement.
B) Oh, you said assemble the caucus...
C) Take away the computers and they’re just sitting ducks.
D) Yes, it's a home game. Of course it's a home game. Everything's a fricking home game.
E) Is the funny voice really worth all this trouble?",A,,,,,,,
3,['Why is he being yelled at?'],"A) If he's elected, we're going to have a tough time proving we weren't born in Africa.
B) Neither the time nor the place, Doug!
C) Maybe it would go better in the den.
D) Let’s not tell Dad.
E) This department has become loyal to a fault.",B,,,,,,,
199,['Why is the man wearing a bathing suit?'],"A) But first, an amuse-bouche?
B) This is why I didn't want a Monday night appointment!
C) I don't care whether or not it ties the room together.
D) Go ahead, waterboard me.
E) You better hope that was rain I just felt.",D,,,,,,,
740,['Why is the bull acting weird in the china shop?'],"A) And where do you think you're going with those curtains?
B) Describe him.
C) Now he breaks stereotypes instead.
D) I'm just glad we don't make lingerie.
E) It's been tested on humans.",C,,,,,,,
584,['Why are so many identical men in the same place at the same time?'],"A) I’m from the oversight committee.
B) Remember when your rubber seal broke? I'm pregnant.
C) You're the one who said I wasn't eating enough fiber.
D) Hold on, the Senate Committee on Women's Health is getting out.
E) Alright, folks, it’s crunch time.",D,,,,,,,
582,['Are they calling one another on the phone?'],"A) You can't imagine what it's like to have someone stare at your chest and never look you in the eye.
B) I’ve decided to redecorate.
C) Yes sir, a martini for you and a screwdriver for the monster.
D) This guys wife lets him drink on the plane!
E) I'll order. You pick up.",E,,,,,,,
508,['Why is the shark being investigated for a crime?'],"A) Just to mess with him put them back on the tree.
B) Our contract has a subordinate Claus.
C) I was stationed at CVS during the war on drugs.
D) Relax! It just smells the other car on you.
E) Do you have a more recent photo without the limbs?",E,,,,,,,
25,['Why is that person wearing that diving suit'],"A) Bob just came directly from work.
B) I wear the pants but my wife controls them.
C) This was so much more awkward before Craigslist.
D) What's happening on your side?
E) What do you mean you don’t remember? Either he sleeps with the fishes or he don’t.",A,,,,,,,
36,['What is up with the fat man?'],"A) No one expects an immaculate conception until it happens to him.
B) Well, what did you think a labrapotamus was?
C) And to think I could have married an Eames chair!
D) We might be empty nesters sooner than we thought.
E) I liked my old spin class better.",A,,,,,,,
249,['What does the other man think about the chair?'],"A) You don't need a suit -- you're only seven. He's forty-nine.
B) First time at Euro Disney?
C) Should I check, ""exceeded expectations?""
D) Pack your things, Benson, adult swim is over.
E) These executive desk toys are becoming a nuisance.",D,,,,,,,
237,['Why is he turning into bubbles?'],"A) It's a perfect likeness, George. Right down to the hot air.
B) No one attacks quite like the French.
C) What do you mean, 'YOU'RE scared you might miss' ?
D) And to think I could have married an Eames chair!
E) Baxter's our idea man.",E,,,,,,,
400,['How are they staying midair?'],"A) I now see why you only get me every other weekend.
B) If he's so damn intelligent, let him get a job.
C) You pulled ahead of ""guy banging on a pot"" but ""couple making love with the drapes open"" is still way ahead.
D) I'm not a big cat person.
E) Good, very good.....now let's all try to think it back into the box.",E,,,,,,,
226,['Why is the alien a doctor?'],"A) Make yourself useful—fake some Russian and hold up a 9.9.
B) Oh, we're not traveling. Our new health plan only covers X-rays done by TSA screening.
C) Lily pad . . . lily plant . . . Damn, I've forgotten my safe word!
D) Who's endangered now?
E) There’s a cure—but it’s light-years away.",E,,,,,,,
171,['What is the woman thinking?'],"A) Do you have a more recent photo without the limbs?
B) I'd say your timing's a bit off.
C) The answer to number seven? I can't even turn this thing on.
D) I did the choreography myself.
E) I'm afraid this whole experiment is about to go south.",D,,,,,,,
542,['Why is her frill so huge?'],"A) I have some good news—we're letting you go.
B) We're gonna need a bigger cat.
C) I miss the little birds, and some of the little children.
D) I know her but we were never close.
E) I'll take this and the granny dress.",D,,,,,,,
