contest_number,questions,caption_choices,answer,,,,
359,['Is that a man or a lamp?'],"A) It looks like Ted is out of gumballs...meeting adjourned.
B) Those prosthetic heads are getting better and better with each war.",A,,,,
434,['Why was the captain angry?'],"A) Pay no attention to the man with the wooden leg.
B) I’ve a feeling we’re also not in Nantucket.",B,,,,
693,['Why is the mouse so smart and wearing a jetpack?'],"A) Let's just give him the damn cheese.
B) Another project funded by the Pentagon?",A,,,,
668,['Why is the dragon carrying flowers for the maiden?'],"A) I'm sorry. I've been burned too many times.
B) Just put them in the moat with all the rest.",A,,,,
589,['Why does the man have such a huge menu?'],"A) The Executive Order requires us to make everyone's hands look small.
B) If you'd like, I can have the sommelier drag over the wine list.",B,,,,
734,"['What is the mobster trying to do to this man?', 'What is the mobster saying to the man?']","A) Obviously, I'm really ambivalent about this.
B) This your last chance to come clean.",B,,,,
356,['Why are both people attached to the one dog?'],"A) Perhaps we're over parenting.
B) I have the same exact dog.",B,,,,
651,"[""Why isn't the man dead?""]","A) I've prescribed a new muscle relaxant for you
B) What we have here is a reptile dysfuntion.",B,,,,
121,['Why does the man look like the disguise glasses?'],"A) Yeah, that one's funny, too. Next.
B) I would've never figured you for a Marxist.",A,,,,
519,['Why is the bird on the rifle?'],"A) He says this is the only way to ""make the forest great again""
B) I didn't realize that 'riding shotgun' was an actual thing.",B,,,,
442,"['Why are an angel and devil driving cars?', ""Who's fault was the accident?""]","A) You’re supposed to be on the other shoulder.
B) First hell froze over and now this...",A,,,,
13,['Why is that man dressed like that?'],"A) This is why I love yard sales.
B) This your first time with a psych major?",A,,,,
227,"['Why are their roles reversed?', 'What is the window washer saying on the phone?']","A) We should've never taken the company public.
B) I finally got that desk job I’ve been looking at.",B,,,,
330,['What happened to cause this?'],"A) You never want to look for loose change anymore.
B) And to think I could have married an Eames chair!",B,,,,
582,['Why is the bike so outstretched?'],"A) Yes, I see the train but I think we can beat it.
B) Sorry, but if you keep stalking me, I'm calling the cops.",A,,,,
762,['What is he saying to the turtle?'],"A) You're cold blooded. You belong in upper management.
B) As mentioned, we're transitioning to a hybrid model.",A,,,,
533,['Why are they eating at a subway?'],"A) Sorry for the wait, but it's been like Grand Central Station in here.
B) Might I suggest the fish? It pairs well with the fumes from the 12:37.",A,,,,
184,['Why are there outlines of people all over the bar floor?'],"A) So what makes you think we need a health inspector?
B) For the rest of the evening, all drinks will be straight up.",A,,,,
718,['Why are only the shoes in color?'],"A) I don't think 'dressage' means what you think it means.
B) They don't have to match, they just have to go.",A,,,,
635,['Why is the knight on a date?'],"A) I don't normally date Middle-Aged men.
B) Yes, by all means, show me your sword.",A,,,,
745,['How did the snail get so big?'],"A) We probably should have done something about this last year when it was still three blocks away.
B) Hoping it will just go away is all well and good, but science suggests we call in the salt trucks.",A,,,,
569,['Why is he jumping on the table like that?'],"A) He's been suspended indefinitely.
B) I'll never understand performance art.",A,,,,
515,['What caused their injuries.'],"A) Tell me about your childhood very quickly.
B) We should've waited for the express.",A,,,,
654,['Why does this soup bowl create its own weather?'],"A) On second thought, let's skip the chocolate lava cake for dessert.
B) I asked for the whole freshwater trout, not the bowl of waterspout.",A,,,,
526,"[""Why is the male angel's halo so large?"", 'Does the female want to hook up with the egotistical male angel?']","A) There's a wage gap up here too.
B) Good Samaritan? I was a GREAT Samaritan.",B,,,,
145,['Why is the monster climbing the building?'],"A) O.K. I'm at the window. To the right? Your right or my right?
B) And just what might these 'severe penalties for late payment' be?",A,,,,
740,['Why is there a bull in a China shop inspecting a glass?'],"A) I tend to complicate simple things.
B) He came in with the coup last week.",A,,,,
650,['How did the weight get on him?'],"A) I wish you'd come in when it was just a chip on your shoulder.
B) Easily the worst case of erectile dysfunction I've seen.",A,,,,
320,['Why is there a huge table full of food outside the castle gates?'],"A) You have any small bills?
B) I'd hate to see that waiter.",A,,,,
702,"[""Why is the bird in the man's hair?""]","A) Yes I have just come from the park. How can you tell?
B) Could you trim the sides but leave it feathered on top?",B,,,,
157,['Why are there stars and planets inside a room?'],"A) It all started with a chair.
B) See? Foreclosure's not all bad.",B,,,,
325,['Why are these statues smiling?'],"A) Looks like a culture of denial.
B) What else did she say while I was away?",A,,,,
591,['Why is there a man in a tub in a therapy office?'],"A) You know what they say. Location, location, location.
B) I sense there's a lot more below the surface.",B,,,,
511,['What are they doing?'],"A) I'm hourly.
B) No, thanks. I'm good.",A,,,,
61,"['What is the pulse reading of the giant hand?', 'How the the hand become so big?']","A) No matter what, Larry always found time for a quick curveball.
B) Take three thousand Tylenol and call me in the morning.",B,,,,
588,['Why is there a church and hunchback in a modern city?'],"A) Well, you know, it beats living next to Trump Tower.
B) It would be a lot easier if you just answered the phone.",A,,,,
580,['Why is he in a hammock?'],"A) Seriously, all you need is a letter from your doctor.
B) I'll be on my feet again as soon as he gets off the throne",A,,,,
727,['Where is this place located?'],"A) No train, but there's a shuttle.
B) Oh, did I happen to mention the view?",A,,,,
660,"['What is the doctor diagnosing the king with?', 'Why is the king seeing a regular doctor?']","A) Here, you're expected to wait just like everybody else.
B) Under pre-existing conditions, why did you write 'Frog'?",B,,,,
184,['Why are there chalk outlines of people on the barroom floor?'],"A) So what makes you think we need a health inspector?
B) For the rest of the evening, all drinks will be straight up.",A,,,,
197,"['Why does the jet have feet wearing high heels instead of landing gear?', 'What is the pilot saying to the aircraft marshal?']","A) She thinks her bomb bay makes her look fat.
B) I'll take a quick run down to the take-off stip.",A,,,,
333,['Why is the business man there?'],"A) He's the advertising executive. Let him come up with a caption.
B) It wouldn't hurt if you were a little more paleosexual.",A,,,,
518,"[""Why is there a drunk man in a kid's sandbox?""]","A) Mrs. Freeley buried his Scotch again.
B) Get the hose, otherwise we'll wait all day.",A,,,,
32,['Why is he wearing a bunny outfit?'],"A) Well, there he goes—the first casualty of the War on Easter.
B) Smedley's wife really wants a baby and they've tried everything else.",A,,,,
333,['Why is the business man there?'],"A) He's the advertising executive. Let him come up with a caption.
B) It wouldn't hurt if you were a little more paleosexual.",A,,,,
170,['Why does he have the chicken?'],"A) I miss the cash bonuses.
B) Staff Meetings are for turkeys.",A,,,,
742,['Why is the man having a Barbecue?'],"A) Please return the barbecue to the Duchamp exhibit.
B) That's not how artist-in-residence works.",B,,,,
542,['Why is that person dressed like that?'],"A) It deployed when her carriage rear-ended an ox cart.
B) It's called 'starch' - it'll never amount to anything",A,,,,
331,['What do the aliens want with the car?'],"A) Do you think they'll ask us about our honor student before or after the probing?
B) I don't care what planet they are from, they can pass on the left like everyone else.",B,,,,
660,['Why is the King visiting the doctor?'],"A) Worse than a cold. It's a common cold.
B) Shall we discuss a payment plan?",A,,,,
378,"['Why does he have a rabbit rather than a parrot?', 'What are the pirates talking about?']","A) He's a temp.
B) It's all they had.",A,,,,
443,['Why are they going to wreck the bowling ally?'],"A) I don't get modern art.
B) A strike sends us home early.",B,,,,
376,['Why is the Capitol Building in her bed?'],"A) I said bisexual, not bipartisan.
B) Majority whip tonight?",B,,,,
184,['Why are there outlines of people all over the bar floor?'],"A) Seven men walked into a bar and died. What's it to ya?
B) I'm starting to feel good about the feng shui of this place",A,,,,
423,['What is the woman saying to him?'],"A) One of us is definitely high right now.
B) I can't hear you—the tub is running.",B,,,,
343,['What is the centurion doinng there?'],"A) I am Spartacab.
B) Shirley, you joust?",A,,,,
234,['Why is the skeleton horse there?'],"A) Now where in the heck are Conquest, War, and Famine??
B) I knew I should have had that alarm installed when I got you.",B,,,,
241,['Why is the shark trying to steal the woman from the man?'],"A) You're nothing like my last boyfriend.
B) An optimist would see sushi.",B,,,,
668,['Why does the dragon have flowers?'],"A) Shouldn't you be guarding my sister?
B) Yes, yes, I mythed you too.",B,,,,
740,['Why is the bull acting weird in the china shop?'],"A) I tend to complicate simple things.
B) He came in with the coup last week.",A,,,,
15,"['Why is the mans head shaped the way it is?', 'Is that a reflection of the woman or is it an image?']","A) On the bright side, mother will no longer accuse you of lacking commitment.
B) Well, it's a lovely gesture, but I still think we should start seeing other people.",B,,,,
275,"[""Why is the clown coming out of the judge's desk?""]","A) How do you expect me to sleep with you banging that gavel???
B) Swift justice or cold pancakes? It's your call, honey.",B,,,,
